year,women_age,men_age,family_type,area,girls_job,boys_job,marry_condition,women_status,mohor
2013.0,18.0,31.0,rich class,pabna ,Entrepreneur,Entrepreneur,irrelevant marriage,single,409500.0
2017.0,17.0,26.0,rich class,chapainawabganj ,businessman,service holder,arrange marriage,single,427500.0
2014.0,20.0,28.0,rich class,bogura ,businessman,Entrepreneur,arrange marriage,single,396000.0
2017.0,18.0,37.0,lower class,natore ,Entrepreneur,Entrepreneur,irrelevant marriage,single,62400.0
2016.0,19.0,27.0,rich class,sirajganj ,Entrepreneur,Entrepreneur,forced marriage,single,400500.0
2017.0,16.0,29.0,rich class,rajshahi ,service holder,Entrepreneur,irrelevant marriage,single,427500.0
2014.0,22.0,33.0,lower middle class,naogaon ,businessman,businessman,forced marriage,single,144300.0
2013.0,18.0,36.0,proverty level,naogaon ,service holder,Entrepreneur,irrelevant marriage,single,42000.0
2017.0,23.0,29.0,rich class,rajshahi ,Entrepreneur,businessman,arrange marriage,single,441000.0
2017.0,23.0,31.0,higher class,natore ,businessman,businessman,arrange marriage,single,214200.0
2013.0,23.0,41.0,higher middle class,natore ,Entrepreneur,service holder,irrelevant marriage,single,214200.0
2017.0,17.0,27.0,proverty level,Joypurhat ,businessman,service holder,arrange marriage,single,40000.0
2015.0,23.0,25.0,higher class,sirajganj ,Entrepreneur,service holder,love marriage,single,252000.0
2013.0,23.0,30.0,rich class,rajshahi ,businessman,service holder,forced marriage,single,436500.0
2017.0,21.0,36.0,higher middle class,bogura ,service holder,service holder,irrelevant marriage,single,268800.0
2014.0,16.0,28.0,higher middle class,natore ,service holder,businessman,forced marriage,single,256200.0
2015.0,21.0,37.0,rich class,pabna ,Entrepreneur,businessman,irrelevant marriage,single,364500.0
2016.0,23.0,29.0,rich class,Joypurhat ,service holder,businessman,arrange marriage,single,418500.0
2014.0,16.0,31.0,rich class,pabna ,businessman,service holder,irrelevant marriage,single,391500.0
2017.0,19.0,26.0,lower class,sirajganj ,Entrepreneur,businessman,forced marriage,single,60000.0
2014.0,17.0,28.0,rich class,bogura ,service holder,service holder,arrange marriage,single,427500.0
2016.0,24.0,34.0,rich class,bogura ,Entrepreneur,service holder,arrange marriage,single,409500.0
2015.0,18.0,36.0,rich class,chapainawabganj ,Entrepreneur,service holder,irrelevant marriage,single,391500.0
2013.0,21.0,26.0,rich class,pabna ,service holder,service holder,forced marriage,single,387000.0
2017.0,18.0,38.0,rich class,rajshahi ,Entrepreneur,service holder,irrelevant marriage,single,378000.0
2013.0,16.0,32.0,higher middle class,naogaon ,service holder,Entrepreneur,irrelevant marriage,single,222600.0
2017.0,22.0,40.0,rich class,pabna ,businessman,Entrepreneur,irrelevant marriage,single,432000.0
2017.0,20.0,31.0,lower middle class,sirajganj ,Entrepreneur,businessman,forced marriage,single,140600.0
2017.0,20.0,30.0,higher middle class,sirajganj ,businessman,Entrepreneur,forced marriage,single,268800.0
2016.0,21.0,32.0,rich class,sirajganj ,Entrepreneur,Entrepreneur,forced marriage,single,423000.0
2015.0,22.0,29.0,rich class,Joypurhat ,businessman,businessman,arrange marriage,single,441000.0
2016.0,21.0,37.0,rich class,pabna ,service holder,businessman,irrelevant marriage,single,360000.0
2016.0,19.0,30.0,higher middle class,bogura ,service holder,Entrepreneur,arrange marriage,single,268800.0
2015.0,19.0,38.0,higher class,Joypurhat ,service holder,Entrepreneur,irrelevant marriage,single,285600.0
2017.0,18.0,25.0,lower class,Joypurhat ,Entrepreneur,Entrepreneur,arrange marriage,single,72000.0
2017.0,21.0,33.0,lower middle class,sirajganj ,service holder,businessman,arrange marriage,single,133200.0
2017.0,25.0,32.0,rich class,natore ,Entrepreneur,service holder,forced marriage,divorced,423000.0
2014.0,23.0,30.0,higher class,sirajganj ,businessman,Entrepreneur,forced marriage,single,273000.0
2015.0,16.0,28.0,rich class,natore ,service holder,businessman,forced marriage,single,391500.0
2017.0,23.0,26.0,rich class,Joypurhat ,service holder,service holder,love marriage,single,382500.0
2015.0,21.0,33.0,rich class,bogura ,Entrepreneur,Entrepreneur,forced marriage,single,373500.0
2013.0,19.0,25.0,rich class,Joypurhat ,service holder,Entrepreneur,forced marriage,single,391500.0
2015.0,17.0,31.0,higher class,sirajganj ,service holder,businessman,irrelevant marriage,single,285600.0
2014.0,18.0,35.0,rich class,naogaon ,service holder,Entrepreneur,irrelevant marriage,single,378000.0
2016.0,22.0,36.0,lower middle class,naogaon ,businessman,Entrepreneur,irrelevant marriage,single,148000.0
2016.0,20.0,31.0,higher middle class,bogura ,Entrepreneur,businessman,forced marriage,single,273000.0
2016.0,18.0,37.0,rich class,sirajganj ,Entrepreneur,service holder,irrelevant marriage,single,360000.0
2013.0,21.0,35.0,rich class,Joypurhat ,service holder,Entrepreneur,irrelevant marriage,single,387000.0
2013.0,17.0,32.0,higher class,pabna ,Entrepreneur,service holder,irrelevant marriage,single,285600.0
2015.0,16.0,26.0,rich class,bogura ,businessman,businessman,forced marriage,single,414000.0
2013.0,22.0,38.0,lower middle class,chapainawabganj ,service holder,businessman,irrelevant marriage,single,136900.0
2016.0,18.0,35.0,higher class,sirajganj ,businessman,Entrepreneur,irrelevant marriage,single,243600.0
2015.0,24.0,40.0,rich class,rajshahi ,Entrepreneur,Entrepreneur,irrelevant marriage,single,382500.0
2014.0,23.0,32.0,rich class,sirajganj ,service holder,Entrepreneur,arrange marriage,single,364500.0
2013.0,25.0,31.0,higher class,sirajganj ,Entrepreneur,service holder,forced marriage,divorced,260400.0
2015.0,20.0,42.0,higher class,bogura ,service holder,businessman,irrelevant marriage,single,243600.0
2016.0,23.0,29.0,rich class,rajshahi ,service holder,Entrepreneur,arrange marriage,single,360000.0
2015.0,21.0,29.0,lower middle class,bogura ,service holder,service holder,forced marriage,single,133200.0
2013.0,23.0,31.0,rich class,naogaon ,businessman,service holder,arrange marriage,single,360000.0
2014.0,23.0,34.0,rich class,bogura ,businessman,service holder,arrange marriage,single,369000.0
2015.0,21.0,26.0,higher class,pabna ,service holder,service holder,forced marriage,single,247800.0
2014.0,18.0,37.0,proverty level,pabna ,businessman,service holder,irrelevant marriage,single,48000.0
2014.0,20.0,28.0,lower middle class,rajshahi ,Entrepreneur,Entrepreneur,arrange marriage,single,159100.0
2013.0,24.0,31.0,lower class,pabna ,businessman,businessman,forced marriage,single,62400.0
2013.0,22.0,31.0,rich class,bogura ,businessman,Entrepreneur,forced marriage,single,436500.0
2013.0,25.0,38.0,rich class,rajshahi ,Entrepreneur,service holder,irrelevant marriage,divorced,364500.0
2016.0,21.0,38.0,rich class,rajshahi ,Entrepreneur,service holder,irrelevant marriage,single,378000.0
2015.0,20.0,33.0,rich class,bogura ,businessman,service holder,irrelevant marriage,single,409500.0
2014.0,23.0,31.0,rich class,naogaon ,businessman,service holder,arrange marriage,single,369000.0
2016.0,18.0,34.0,higher middle class,bogura ,service holder,service holder,irrelevant marriage,single,218400.0
2013.0,20.0,27.0,higher class,bogura ,service holder,Entrepreneur,arrange marriage,single,260400.0
2014.0,25.0,42.0,lower middle class,naogaon ,service holder,Entrepreneur,irrelevant marriage,Widow,133200.0
2016.0,20.0,37.0,rich class,sirajganj ,businessman,service holder,irrelevant marriage,single,396000.0
2016.0,22.0,28.0,proverty level,bogura ,businessman,Entrepreneur,arrange marriage,single,42000.0
2016.0,22.0,37.0,lower middle class,naogaon ,service holder,service holder,irrelevant marriage,single,136900.0
2014.0,25.0,33.0,higher middle class,naogaon ,Entrepreneur,businessman,arrange marriage,divorced,256200.0
2016.0,19.0,31.0,higher middle class,pabna ,service holder,Entrepreneur,forced marriage,single,218400.0
2017.0,20.0,40.0,rich class,pabna ,Entrepreneur,businessman,irrelevant marriage,single,373500.0
2016.0,20.0,30.0,rich class,pabna ,businessman,Entrepreneur,arrange marriage,single,423000.0
2013.0,17.0,27.0,higher class,natore ,service holder,businessman,forced marriage,single,281400.0
2013.0,18.0,29.0,rich class,Joypurhat ,Entrepreneur,service holder,arrange marriage,single,445500.0
2013.0,19.0,29.0,higher class,sirajganj ,Entrepreneur,service holder,arrange marriage,single,214200.0
2016.0,22.0,30.0,rich class,bogura ,businessman,businessman,arrange marriage,single,391500.0
2016.0,22.0,34.0,higher middle class,pabna ,Entrepreneur,service holder,forced marriage,single,277200.0
2017.0,24.0,33.0,rich class,sirajganj ,service holder,service holder,arrange marriage,single,409500.0
2017.0,18.0,31.0,higher middle class,naogaon ,Entrepreneur,service holder,irrelevant marriage,single,214200.0
2013.0,18.0,32.0,lower middle class,rajshahi ,businessman,Entrepreneur,irrelevant marriage,single,144300.0
2017.0,24.0,37.0,rich class,naogaon ,service holder,businessman,irrelevant marriage,single,423000.0
2015.0,18.0,41.0,higher class,pabna ,businessman,businessman,irrelevant marriage,single,247800.0
2016.0,25.0,33.0,rich class,sirajganj ,service holder,service holder,arrange marriage,divorced,369000.0
2015.0,23.0,34.0,lower class,rajshahi ,service holder,service holder,forced marriage,single,60000.0
2013.0,21.0,38.0,higher class,pabna ,service holder,Entrepreneur,irrelevant marriage,single,235200.0
2013.0,21.0,41.0,rich class,Joypurhat ,service holder,service holder,irrelevant marriage,single,427500.0
2013.0,25.0,41.0,rich class,bogura ,businessman,businessman,irrelevant marriage,Widow,378000.0
2013.0,20.0,36.0,rich class,rajshahi ,Entrepreneur,service holder,irrelevant marriage,single,423000.0
2017.0,22.0,27.0,rich class,bogura ,Entrepreneur,service holder,forced marriage,single,414000.0
2016.0,23.0,35.0,rich class,natore ,service holder,service holder,arrange marriage,single,396000.0
2017.0,23.0,39.0,rich class,sirajganj ,service holder,Entrepreneur,irrelevant marriage,single,382500.0
2017.0,19.0,39.0,higher class,pabna ,businessman,Entrepreneur,irrelevant marriage,single,226800.0
2017.0,22.0,31.0,rich class,pabna ,businessman,businessman,forced marriage,single,423000.0
2015.0,21.0,25.0,rich class,pabna ,Entrepreneur,Entrepreneur,forced marriage,single,369000.0
2016.0,22.0,29.0,higher class,naogaon ,businessman,businessman,forced marriage,single,268800.0
2016.0,24.0,34.0,lower middle class,Joypurhat ,service holder,businessman,arrange marriage,single,133200.0
2015.0,20.0,25.0,rich class,bogura ,service holder,Entrepreneur,arrange marriage,single,445500.0
2017.0,18.0,30.0,rich class,bogura ,service holder,service holder,forced marriage,single,441000.0
2013.0,21.0,37.0,rich class,Joypurhat ,Entrepreneur,Entrepreneur,irrelevant marriage,single,396000.0
2014.0,23.0,36.0,higher class,natore ,Entrepreneur,service holder,irrelevant marriage,single,273000.0
2015.0,20.0,34.0,higher class,naogaon ,service holder,service holder,irrelevant marriage,single,289800.0
2015.0,23.0,40.0,higher class,sirajganj ,Entrepreneur,Entrepreneur,irrelevant marriage,single,252000.0
2014.0,19.0,25.0,higher class,naogaon ,businessman,Entrepreneur,forced marriage,single,256200.0
2013.0,23.0,34.0,rich class,naogaon ,businessman,businessman,arrange marriage,single,423000.0
2016.0,21.0,30.0,higher class,pabna ,service holder,Entrepreneur,arrange marriage,single,214200.0
2013.0,24.0,35.0,rich class,bogura ,businessman,Entrepreneur,arrange marriage,single,423000.0
2014.0,22.0,38.0,lower middle class,sirajganj ,businessman,service holder,irrelevant marriage,single,136900.0
2016.0,19.0,39.0,rich class,natore ,Entrepreneur,service holder,irrelevant marriage,single,441000.0
2014.0,20.0,30.0,lower class,naogaon ,businessman,Entrepreneur,forced marriage,single,67200.0
2013.0,22.0,40.0,rich class,naogaon ,businessman,Entrepreneur,irrelevant marriage,single,373500.0
2013.0,23.0,33.0,higher class,pabna ,businessman,businessman,forced marriage,single,222600.0
2016.0,22.0,27.0,higher class,rajshahi ,service holder,Entrepreneur,forced marriage,single,289800.0
2016.0,21.0,32.0,proverty level,rajshahi ,businessman,service holder,forced marriage,single,40000.0
2015.0,22.0,29.0,higher class,rajshahi ,service holder,service holder,forced marriage,single,210000.0
2016.0,21.0,40.0,lower class,naogaon ,businessman,businessman,irrelevant marriage,single,60000.0
2014.0,19.0,32.0,rich class,naogaon ,Entrepreneur,businessman,irrelevant marriage,single,396000.0
2015.0,19.0,31.0,rich class,naogaon ,businessman,service holder,arrange marriage,single,391500.0
2017.0,20.0,39.0,higher class,bogura ,Entrepreneur,Entrepreneur,irrelevant marriage,single,289800.0
2016.0,25.0,39.0,rich class,natore ,service holder,businessman,irrelevant marriage,divorced,373500.0
2015.0,22.0,32.0,higher class,rajshahi ,service holder,service holder,arrange marriage,single,210000.0
2013.0,22.0,30.0,rich class,naogaon ,businessman,Entrepreneur,forced marriage,single,391500.0
2015.0,22.0,31.0,higher class,Joypurhat ,service holder,Entrepreneur,forced marriage,single,235200.0
2015.0,24.0,35.0,rich class,bogura ,Entrepreneur,Entrepreneur,arrange marriage,single,432000.0
2017.0,17.0,31.0,higher class,naogaon ,Entrepreneur,businessman,irrelevant marriage,single,256200.0
2013.0,19.0,32.0,higher class,sirajganj ,businessman,businessman,irrelevant marriage,single,210000.0
2014.0,18.0,32.0,rich class,sirajganj ,Entrepreneur,service holder,irrelevant marriage,single,364500.0
2016.0,22.0,26.0,higher class,pabna ,service holder,businessman,forced marriage,single,285600.0
2017.0,21.0,31.0,rich class,sirajganj ,businessman,businessman,arrange marriage,single,1080000.0
2018.0,22.0,39.0,higher class,pabna ,businessman,farmer,irrelevant marriage,single,540000.0
2018.0,19.0,30.0,rich class,pabna ,businessman,businessman,forced marriage,single,1092000.0
2017.0,16.0,30.0,lower class,rajshahi ,Garments Worker,driver,irrelevant marriage,single,165300.0
2017.0,23.0,29.0,rich class,natore ,businessman,businessman,arrange marriage,single,1188000.0
2017.0,22.0,36.0,rich class,rajshahi ,businessman,service holder,irrelevant marriage,single,1152000.0
2017.0,19.0,30.0,higher class,natore ,businessman,service holder,forced marriage,single,550000.0
2018.0,25.0,39.0,rich class,bogura ,Garments Worker,businessman,irrelevant marriage,divorced,1188000.0
2017.0,16.0,32.0,higher class,rajshahi ,businessman,farmer,irrelevant marriage,single,670000.0
2018.0,17.0,32.0,rich class,pabna ,day labour,service holder,irrelevant marriage,single,1140000.0
2018.0,19.0,26.0,lower middle class,natore ,day labour,farmer,forced marriage,single,296000.0
2017.0,16.0,32.0,higher class,bogura ,businessman,farmer,irrelevant marriage,single,570000.0
2018.0,22.0,42.0,rich class,bogura ,businessman,businessman,irrelevant marriage,single,1116000.0
2017.0,16.0,29.0,higher class,naogaon ,businessman,businessman,irrelevant marriage,single,570000.0
2018.0,19.0,34.0,lower class,pabna ,lower Worker,businessman,irrelevant marriage,single,142500.0
2018.0,22.0,29.0,lower middle class,chapainawabganj ,lower service holder,service holder,forced marriage,single,352000.0
2018.0,19.0,32.0,proverty level,pabna ,day labour,farmer,irrelevant marriage,single,105600.0
2017.0,20.0,30.0,higher class,naogaon ,businessman,service holder,forced marriage,single,690000.0
2017.0,17.0,30.0,rich class,bogura ,businessman,service holder,irrelevant marriage,single,1164000.0
2017.0,18.0,33.0,rich class,bogura ,businessman,businessman,irrelevant marriage,single,1116000.0
2018.0,19.0,30.0,higher class,pabna ,businessman,farmer,forced marriage,single,500000.0
2017.0,19.0,32.0,rich class,pabna ,lower service holder,businessman,irrelevant marriage,single,1176000.0
2017.0,18.0,34.0,higher middle class,bogura ,businessman,farmer,irrelevant marriage,single,670000.0
2017.0,16.0,32.0,rich class,pabna ,day labour,service holder,irrelevant marriage,single,1188000.0
2018.0,20.0,38.0,lower class,sirajganj ,businessman,driver,irrelevant marriage,single,142500.0
2018.0,19.0,30.0,rich class,bogura ,businessman,service holder,forced marriage,single,1032000.0
2018.0,16.0,26.0,higher middle class,natore ,businessman,businessman,forced marriage,single,580000.0
2017.0,18.0,27.0,higher class,chapainawabganj ,day labour,service holder,arrange marriage,single,500000.0
2017.0,21.0,32.0,rich class,pabna ,businessman,service holder,forced marriage,single,1080000.0
2018.0,22.0,31.0,proverty level,sirajganj ,day labour,day labour,forced marriage,single,96000.0
2018.0,19.0,36.0,rich class,bogura ,businessman,businessman,irrelevant marriage,single,1104000.0
2018.0,23.0,32.0,higher class,rajshahi ,businessman,businessman,arrange marriage,single,510000.0
2017.0,16.0,25.0,higher class,sirajganj ,day labour,farmer,forced marriage,single,560000.0
2017.0,17.0,25.0,higher class,naogaon ,businessman,service holder,arrange marriage,single,500000.0
2018.0,22.0,33.0,rich class,sirajganj ,lower service holder,businessman,forced marriage,single,1056000.0
2017.0,21.0,34.0,lower class,naogaon ,day labour,businessman,irrelevant marriage,single,171000.0
2017.0,20.0,39.0,higher class,pabna ,businessman,farmer,irrelevant marriage,single,540000.0
2018.0,23.0,39.0,rich class,rajshahi ,businessman,service holder,irrelevant marriage,single,1092000.0
2018.0,23.0,34.0,rich class,bogura ,businessman,businessman,forced marriage,single,1152000.0
2017.0,17.0,27.0,rich class,rajshahi ,businessman,service holder,forced marriage,single,984000.0
2017.0,21.0,35.0,higher middle class,rajshahi ,businessman,farmer,irrelevant marriage,single,510000.0
2017.0,23.0,30.0,rich class,rajshahi ,businessman,service holder,forced marriage,single,1128000.0
2018.0,19.0,34.0,rich class,naogaon ,businessman,service holder,irrelevant marriage,single,1116000.0
2018.0,19.0,31.0,lower middle class,sirajganj ,businessman,farmer,forced marriage,single,312000.0
2018.0,21.0,37.0,higher class,bogura ,lower Worker,service holder,irrelevant marriage,single,620000.0
2018.0,21.0,38.0,higher class,naogaon ,lower service holder,businessman,irrelevant marriage,single,580000.0
2017.0,23.0,40.0,rich class,Joypurhat ,Garments Worker,businessman,irrelevant marriage,single,1140000.0
2017.0,23.0,25.0,rich class,naogaon ,businessman,service holder,love marriage,single,1080000.0
2018.0,21.0,28.0,rich class,rajshahi ,businessman,service holder,forced marriage,single,1080000.0
2018.0,18.0,29.0,rich class,naogaon ,businessman,service holder,arrange marriage,single,1020000.0
2018.0,25.0,40.0,rich class,Joypurhat ,businessman,service holder,irrelevant marriage,Widow,984000.0
2017.0,21.0,28.0,higher middle class,rajshahi ,lower Worker,farmer,arrange marriage,single,510000.0
2017.0,22.0,39.0,higher class,Joypurhat ,lower Worker,service holder,irrelevant marriage,single,690000.0
2017.0,19.0,41.0,higher class,sirajganj ,businessman,farmer,irrelevant marriage,single,540000.0
2017.0,22.0,25.0,higher middle class,pabna ,businessman,businessman,love marriage,single,680000.0
2018.0,22.0,32.0,rich class,pabna ,businessman,service holder,forced marriage,single,1020000.0
2018.0,25.0,37.0,rich class,natore ,businessman,service holder,arrange marriage,divorced,996000.0
2018.0,21.0,31.0,higher middle class,bogura ,businessman,businessman,arrange marriage,single,540000.0
2017.0,23.0,38.0,rich class,naogaon ,businessman,businessman,irrelevant marriage,single,1140000.0
2017.0,18.0,32.0,higher class,bogura ,businessman,farmer,irrelevant marriage,single,530000.0
2017.0,25.0,40.0,rich class,natore ,businessman,businessman,irrelevant marriage,Widow,1080000.0
2018.0,24.0,37.0,rich class,pabna ,businessman,service holder,irrelevant marriage,single,960000.0
2018.0,23.0,26.0,rich class,natore ,businessman,service holder,love marriage,single,972000.0
2017.0,20.0,30.0,higher class,bogura ,businessman,service holder,forced marriage,single,540000.0
2017.0,21.0,34.0,rich class,bogura ,businessman,businessman,irrelevant marriage,single,1128000.0
2017.0,22.0,28.0,rich class,pabna ,businessman,service holder,forced marriage,single,1044000.0
2018.0,21.0,31.0,rich class,rajshahi ,day labour,service holder,forced marriage,single,1140000.0
2017.0,23.0,29.0,higher middle class,pabna ,lower service holder,farmer,arrange marriage,single,570000.0
2017.0,21.0,28.0,rich class,naogaon ,businessman,service holder,forced marriage,single,1032000.0
2017.0,22.0,37.0,rich class,rajshahi ,businessman,businessman,irrelevant marriage,single,1008000.0
2018.0,18.0,31.0,rich class,natore ,businessman,service holder,irrelevant marriage,single,1176000.0
2017.0,22.0,30.0,lower middle class,naogaon ,Garments Worker,businessman,forced marriage,single,304000.0
2017.0,17.0,27.0,rich class,chapainawabganj ,businessman,businessman,arrange marriage,single,1188000.0
2018.0,19.0,34.0,higher class,rajshahi ,businessman,businessman,irrelevant marriage,single,560000.0
2018.0,16.0,26.0,higher class,pabna ,day labour,service holder,forced marriage,single,640000.0
2018.0,23.0,28.0,higher class,sirajganj ,businessman,service holder,forced marriage,single,660000.0
2017.0,21.0,30.0,rich class,sirajganj ,businessman,service holder,forced marriage,single,960000.0
2018.0,18.0,26.0,higher class,sirajganj ,businessman,farmer,arrange marriage,single,630000.0
2018.0,22.0,32.0,higher class,pabna ,businessman,farmer,arrange marriage,single,560000.0
2017.0,20.0,39.0,rich class,bogura ,day labour,service holder,irrelevant marriage,single,972000.0
2017.0,25.0,39.0,rich class,bogura ,businessman,businessman,irrelevant marriage,divorced,1176000.0
2018.0,18.0,31.0,higher middle class,bogura ,businessman,service holder,irrelevant marriage,single,650000.0
2017.0,20.0,27.0,rich class,bogura ,businessman,businessman,forced marriage,single,1188000.0
2018.0,18.0,40.0,rich class,sirajganj ,businessman,businessman,irrelevant marriage,single,1164000.0
2017.0,23.0,33.0,rich class,pabna ,businessman,service holder,arrange marriage,single,1188000.0
2017.0,20.0,32.0,lower middle class,Joypurhat ,lower service holder,service holder,arrange marriage,single,320000.0
2018.0,22.0,32.0,lower class,rajshahi ,day labour,low service holder,forced marriage,single,153900.0
2017.0,21.0,42.0,lower class,rajshahi ,Garments Worker,day labour,irrelevant marriage,single,142500.0
2017.0,19.0,26.0,rich class,chapainawabganj ,businessman,service holder,arrange marriage,single,996000.0
2017.0,22.0,29.0,higher class,Joypurhat ,businessman,service holder,arrange marriage,single,570000.0
2017.0,23.0,32.0,higher class,natore ,businessman,farmer,arrange marriage,single,630000.0
2018.0,17.0,28.0,higher middle class,pabna ,businessman,farmer,arrange marriage,single,600000.0
2017.0,23.0,35.0,rich class,bogura ,businessman,service holder,forced marriage,single,1188000.0
2017.0,17.0,29.0,lower middle class,pabna ,lower service holder,businessman,arrange marriage,single,304000.0
2017.0,23.0,27.0,higher class,natore ,lower Worker,businessman,arrange marriage,single,600000.0
2017.0,17.0,32.0,higher class,pabna ,businessman,service holder,irrelevant marriage,single,680000.0
2018.0,23.0,28.0,rich class,bogura ,businessman,businessman,forced marriage,single,1068000.0
2018.0,20.0,27.0,rich class,sirajganj ,businessman,service holder,forced marriage,single,1128000.0
2018.0,21.0,28.0,lower middle class,Joypurhat ,low service holder,businessman,forced marriage,single,344000.0
2017.0,23.0,32.0,lower middle class,bogura ,lower Worker,driver,forced marriage,single,344000.0
2018.0,21.0,35.0,lower middle class,sirajganj ,Garments Worker,service holder,irrelevant marriage,single,312000.0
2018.0,16.0,29.0,higher middle class,pabna ,businessman,businessman,irrelevant marriage,single,520000.0
2017.0,17.0,25.0,higher middle class,naogaon ,low service holder,businessman,forced marriage,single,640000.0
2018.0,18.0,25.0,higher class,bogura ,day labour,businessman,arrange marriage,single,600000.0
2018.0,22.0,32.0,rich class,naogaon ,businessman,service holder,arrange marriage,single,1152000.0
2017.0,18.0,30.0,higher class,Joypurhat ,businessman,farmer,arrange marriage,single,500000.0
2017.0,22.0,41.0,rich class,naogaon ,businessman,service holder,irrelevant marriage,single,960000.0
2017.0,20.0,32.0,rich class,rajshahi ,businessman,businessman,forced marriage,single,1164000.0
2018.0,22.0,25.0,higher middle class,pabna ,businessman,service holder,love marriage,single,590000.0
2018.0,21.0,30.0,lower middle class,pabna ,businessman,farmer,arrange marriage,single,344000.0
2018.0,19.0,25.0,higher class,sirajganj ,businessman,farmer,forced marriage,single,560000.0
2018.0,19.0,30.0,rich class,rajshahi ,businessman,businessman,forced marriage,single,1080000.0
2018.0,18.0,28.0,lower class,pabna ,day labour,farmer,forced marriage,single,153900.0
2017.0,23.0,25.0,proverty level,Joypurhat ,Garments Worker,lower Worker,love marriage,single,105600.0
2017.0,16.0,26.0,lower middle class,rajshahi ,day labour,farmer,forced marriage,single,344000.0
2017.0,24.0,37.0,rich class,sirajganj ,businessman,businessman,irrelevant marriage,single,1020000.0
2017.0,19.0,39.0,lower class,natore ,low service holder,farmer,irrelevant marriage,single,142500.0
2017.0,17.0,27.0,higher middle class,naogaon ,lower Worker,farmer,forced marriage,single,580000.0
2018.0,20.0,27.0,rich class,naogaon ,businessman,businessman,forced marriage,single,1008000.0
2018.0,25.0,42.0,higher class,bogura ,service holder,businessman,irrelevant marriage,Widow,648000.0
2018.0,23.0,42.0,proverty level,chapainawabganj ,service holder,businessman,irrelevant marriage,single,110000.0
2018.0,18.0,39.0,rich class,pabna ,Entrepreneur,service holder,irrelevant marriage,single,1350000.0
2018.0,20.0,26.0,lower middle class,pabna ,businessman,service holder,forced marriage,single,369000.0
2018.0,23.0,33.0,higher middle class,pabna ,service holder,service holder,arrange marriage,single,756000.0
2018.0,18.0,36.0,higher middle class,natore ,Entrepreneur,businessman,irrelevant marriage,single,636000.0
2017.0,23.0,37.0,rich class,bogura ,service holder,businessman,irrelevant marriage,single,1230000.0
2018.0,19.0,37.0,lower middle class,sirajganj ,service holder,Entrepreneur,irrelevant marriage,single,333000.0
2018.0,21.0,28.0,higher middle class,natore ,businessman,businessman,arrange marriage,single,672000.0
2017.0,22.0,31.0,rich class,pabna ,businessman,Entrepreneur,forced marriage,single,1290000.0
2017.0,22.0,27.0,rich class,natore ,service holder,Entrepreneur,arrange marriage,single,1260000.0
2018.0,17.0,29.0,higher middle class,sirajganj ,businessman,Entrepreneur,arrange marriage,single,744000.0
2017.0,18.0,42.0,rich class,rajshahi ,businessman,service holder,irrelevant marriage,single,1365000.0
2018.0,19.0,35.0,higher class,sirajganj ,Entrepreneur,businessman,irrelevant marriage,single,720000.0
2017.0,24.0,38.0,lower class,natore ,businessman,Entrepreneur,irrelevant marriage,single,156000.0
2018.0,17.0,25.0,lower middle class,pabna ,Entrepreneur,Entrepreneur,arrange marriage,single,342000.0
2018.0,23.0,34.0,lower middle class,naogaon ,service holder,Entrepreneur,arrange marriage,single,387000.0
2018.0,17.0,30.0,higher middle class,chapainawabganj ,businessman,service holder,irrelevant marriage,single,816000.0
2017.0,23.0,34.0,proverty level,naogaon ,Entrepreneur,Entrepreneur,forced marriage,single,105000.0
2017.0,23.0,39.0,lower middle class,rajshahi ,Entrepreneur,Entrepreneur,irrelevant marriage,single,351000.0
2018.0,21.0,25.0,lower middle class,bogura ,Entrepreneur,service holder,arrange marriage,single,360000.0
2017.0,22.0,34.0,higher class,sirajganj ,businessman,service holder,forced marriage,single,744000.0
2018.0,24.0,35.0,proverty level,natore ,service holder,businessman,arrange marriage,single,120000.0
2017.0,18.0,28.0,rich class,natore ,Entrepreneur,service holder,arrange marriage,single,1215000.0
2018.0,18.0,37.0,higher class,rajshahi ,Entrepreneur,Entrepreneur,irrelevant marriage,single,708000.0
2018.0,23.0,31.0,higher middle class,pabna ,businessman,businessman,forced marriage,single,624000.0
2018.0,19.0,34.0,higher middle class,sirajganj ,businessman,Entrepreneur,irrelevant marriage,single,792000.0
2017.0,25.0,34.0,rich class,naogaon ,service holder,Entrepreneur,forced marriage,divorced,1425000.0
2018.0,19.0,35.0,higher class,natore ,businessman,service holder,irrelevant marriage,single,816000.0
2018.0,23.0,35.0,rich class,Joypurhat ,Entrepreneur,businessman,forced marriage,single,1290000.0
2018.0,24.0,34.0,lower class,natore ,service holder,Entrepreneur,arrange marriage,single,156000.0
2018.0,22.0,35.0,higher class,bogura ,service holder,Entrepreneur,irrelevant marriage,single,768000.0
2017.0,21.0,26.0,lower middle class,natore ,service holder,Entrepreneur,arrange marriage,single,342000.0
2017.0,23.0,41.0,lower middle class,natore ,Entrepreneur,businessman,irrelevant marriage,single,378000.0
2018.0,22.0,35.0,higher middle class,Joypurhat ,businessman,businessman,irrelevant marriage,single,624000.0
2017.0,21.0,31.0,lower class,natore ,Entrepreneur,Entrepreneur,arrange marriage,single,150000.0
2017.0,17.0,35.0,rich class,naogaon ,businessman,businessman,irrelevant marriage,single,1410000.0
